artist,related_artists
Adriana Varela,"['Susana Rinaldi', 'Roberto Goyeneche', 'Tita Merello', 'Edmundo Rivero', 'Aníbal Troilo', 'Julio Sosa', 'Amelita Baltar', 'Mariano Mores', 'La Chicana', 'Osvaldo Pugliese', 'Alberto Castillo', 'Eladia Blázquez', 'Sexteto Mayor', 'Hugo Del Carril', 'Malena Muyala', 'Omar Mollo', 'Rubén Juárez', 'Lidia Borda', 'Nelly Omar', 'Orquesta Típica Fernández Fierro']"
Adrianne Lenker,"['Big Thief', 'Buck Meek', 'Whatever, Dad', 'Lucy Dacus', 'Leith Ross', 'Haley Heynderickx', 'Searows', 'boygenius', 'Michael Cera', 'Lomelda', 'sign crushes motorist', 'Kimya Dawson', 'Florist', 'Indigo De Souza', 'Alex G', 'Faye Webster', 'Phoebe Bridgers', 'Julien Baker', 'Pinegrove', 'Take Care']"
Adé,"['Mattyeux', 'Videoclub', 'Alice et Moi', 'Zélie', 'Adé', 'Clio', 'Yoa', 'Styleto', 'Iliona', 'Vendredi sur Mer', 'Pomme', 'Requin Chagrin', 'Johnny Jane', 'Julien Granel', 'ANAÏS MVA', 'Maxence', 'Lujipeka', 'Therapie TAXI', 'Olympe Chabert', 'Clementine']"
Aerosmith,"['Van Halen', 'Def Leppard', 'Jon Bon Jovi', 'Poison', 'Whitesnake', 'KISS', 'Alice Cooper', 'Scorpions', 'Bon Jovi', 'Mötley Crüe', ""Guns N' Roses"", 'Twisted Sister', 'Ozzy Osbourne', 'Skid Row', 'ZZ Top', 'Deep Purple', 'Black Sabbath', 'Lynyrd Skynyrd', 'Boston', 'AC/DC']"
Afel Bocoum,"['Alkibar', 'Lobi Traoré', 'Tartit', 'Idrissa Soumaoro', 'Etran Finatawa', 'Issa Bagayogo', 'Bassekou Kouyate', 'Nahawa Doumbia', 'Boubacar Traoré', 'Djelimady Tounkara', 'Terakaft', 'Nuru Kane', 'Cheikh Lô', 'Rajery', 'Samba Touré', 'Kandia Kouyate', 'Toumani Diabaté', 'Abou Diarra', 'Toumast', 'Ba Cissoko']"
Africa Express,"['Rocket Juice & The Moon', 'Malian Musicians', 'The Good, the Bad & the Queen', 'Damon Albarn', 'Tony Allen', 'DRC Music', 'KOKOKO!', 'Songhoy Blues', 'Ibibio Sound Machine', 'Romare', 'Sons Of Kemet', ""Les Amazones d'Afrique"", 'Ebo Taylor', 'Falle Nioke', 'Kokoroko', 'sir Was', 'SAULT', 'BCUC', 'Baxter Dury', 'Sudan Archives']"
African Head Charge,"['Adrian Sherwood', 'Creation Rebel', 'Dub Syndicate', 'New Age Steppers', 'Tackhead', 'On-U Sound', 'Singers And Players', 'Revolutionary Dub Warriors', 'Gary Clail', 'Twilight Circus Dub Sound System', 'Mark Stewart', 'Bim Sherman', 'Jah Wobble', 'Keith Leblanc', 'Audio Active', 'Mark Stewart & The Maffia', 'Dennis Bovell', 'Jah Shaka', 'Prince Far I', 'Mad Professor']"
African Jazz Pioneers,"['Dorothy Masuka', 'West Nkosi', 'Vusi Mahlasela', 'Zim Ngqawana', 'Sibongile Khumalo', 'Kalamazoo', 'Selaelo Selota', 'Jimmy Dludlu', 'Jonas Gwangwa', 'Spokes Mashiyane', 'Sipho Gumede', 'Sankomota', 'Bhudaza', 'Bayete', 'Louis Mhlanga', 'Jabu Khanyile', 'Judith Sephuma', 'Elite Swingsters', 'Busi Mhlongo', ""Sipho 'Hotstix' Mabuse""]"
Afrika Bambaataa,"['Grandmaster Melle Mel', 'The Soulsonic Force', 'Grandmaster Flash', 'Kurtis Blow', 'Newcleus', 'Grandmaster Flash & The Furious Five', 'Cold Crush Brothers', 'Planet Patrol', 'Grandmaster Caz', 'The Furious Five', 'DJ Kool Herc', 'The Treacherous Three', 'Whodini', 'The Sugarhill Gang', 'Marley Marl', ""World Class Wreckin' Cru"", 'Kool Moe Dee', 'The Egyptian Lover', 'Doug E. Fresh', 'L.A. Dream Team']"
Afro-Cuban All Stars,"['Ruben Gonzalez', 'Manuel Guajiro Mirabal', '¡Cubanismo!', 'Ibrahim Ferrer', 'Soneros De Verdad', 'Eliades Ochoa', 'Vieja Trova Santiaguera', 'Sierra Maestra', 'Orlando ""Cachaíto"" López', 'Cachao', 'Afro Cuban Jazz Project', 'Barbarito Torres', 'Omara Portuondo', 'Compay Segundo', 'Pío Leiva', 'Mongo Santamaria', 'Eliades Ochoa y el Cuarteto Patria', 'Pio Leyva', 'Arsenio Rodríguez', 'Bebo Valdés']"
AfroCubism,"['Orchestra Baobab', 'Cheikh Lô', 'Toumani Diabaté', 'Boubacar Traoré', 'Bassekou Kouyate', 'Rokia Traoré', 'Djelimady Tounkara', 'Ali Farka Touré', 'Habib Koité', 'Ballaké Sissoko', 'Oumou Sangaré', 'The Touré-Raichel Collective', 'Orlando ""Cachaíto"" López', 'Afro-Cuban All Stars', 'Afel Bocoum', 'Idrissa Soumaoro', 'Mamadou Diabaté', 'Momo Wandel Soumah', 'Issa Bagayogo', 'Bonga']"
Against All Logic,"['Daphni', 'Andy Stott', 'DARKSIDE', 'Ross from Friends', 'Skee Mask', 'Floating Points', 'Kelly Lee Owens', 'Leon Vynehall', 'Oneohtrix Point Never', 'Mount Kimbie', 'Nicolas Jaar', 'Actress', 'Burial', 'Romare', 'Vegyn', 'Tirzah', 'A.A.L', 'Four Tet', 'Patrick Holland', 'DJ Koze']"
Agent Orange,"['Adolescents', 'T.S.O.L.', 'Circle Jerks', 'Fear', 'Wasted Youth', 'Germs', 'D.I.', 'Gang Green', 'Reagan Youth', 'Subhumans', 'JFA', 'MDC', 'D.O.A.', 'Minor Threat', '7 Seconds', 'Black Flag', 'Zero Boys', 'GBH', 'Bad Brains', 'Angry Samoans']"
Aias Conor,"['FREJOH', 'Harvey Alexi', 'Heart On A String', 'John Parker Stones', 'Skeggjaður Barði', 'An&Ca', 'Dominique Saison', 'Tuti Fernandez', 'Brandon Marcelo', 'Kyle Fosburgh', 'Clark Fox', 'Sheldon Sandberg', 'Bernard', 'Taz Steen', 'Dorian Tyrell', 'Dominik Buchheim', 'Hannu Esaer', 'Claudio Van Hoven', 'Jimi Summer', 'Stress Reversible']"
Aim,"['Liz Phair', 'Beth Orton', 'Natalie Merchant', 'Neko Case', 'Tori Amos', 'Shawn Colvin', 'Cowboy Junkies', 'Ani DiFranco', '10,000 Maniacs', ""'Til Tuesday"", 'Juliana Hatfield', 'Suzanne Vega', 'Edie Brickell & New Bohemians', 'Lucinda Williams', 'Indigo Girls', 'The Both', 'Dar Williams', 'Jenny Lewis', 'Matthew Sweet', 'Rilo Kiley']"
Aimee Mann,"['Liz Phair', 'Beth Orton', 'Natalie Merchant', 'Neko Case', 'Tori Amos', 'Shawn Colvin', 'Cowboy Junkies', 'Ani DiFranco', '10,000 Maniacs', ""'Til Tuesday"", 'Juliana Hatfield', 'Suzanne Vega', 'Edie Brickell & New Bohemians', 'Lucinda Williams', 'Indigo Girls', 'The Both', 'Dar Williams', 'Jenny Lewis', 'Matthew Sweet', 'Rilo Kiley']"
Air,"['Zero 7', 'Goldfrapp', 'Morcheeba', 'Tricky', 'Massive Attack', 'Portishead', 'Röyksopp', 'Groove Armada', 'Lamb', 'UNKLE', 'Moloko', 'Thievery Corporation', 'Télépopmusik', 'Boards of Canada', 'Kruder & Dorfmeister', 'Underworld', 'Caribou', 'Nightmares On Wax', 'PJ Harvey', 'Kid Loco']"
Air Supply,"['Peter Cetera', 'Barry Manilow', 'Richard Marx', 'Bread', 'Dan Hill', 'Michael Bolton', 'David Pomeranz', 'Carpenters', 'Chicago', 'Christopher Cross', 'Anne Murray', 'Michael Learns To Rock', 'Starship', 'Lobo', 'Andy Gibb', 'Sheena Easton', 'Kenny Rogers', 'England Dan & John Ford Coley', 'Debbie Gibson', 'Lionel Richie']"
Airiel,"['The Daysleepers', 'Pia Fraus', 'Astrobrite', 'Air Formation', 'Fleeting Joys', 'The Meeting Places', 'Chapterhouse', 'Tears Run Rings', 'Drop Nineteens', 'Malory', 'Ringo Deathstarr', 'Pinkshinyultrablast', 'Rumskib', 'Secret Shine', 'Pale Saints', 'Lovesliescrushing', 'Lilys', 'Swirlies', 'The Depreciation Guild', 'Soundpool']"
Ajoy Chakrabarty,"['Ashwini Bhide-Deshpande', 'Purbayan Chatterjee', 'Kaushiki Chakraborty', 'Girija Devi', 'Parveen Sultana', 'Vilayat Khan', 'Shahid Parvez', 'Prabha Atre', 'Bade Ghulam Ali Khan', 'Shujaat Khan', 'Rajan & Sajan Mishra', 'Rashid Khan', 'Amir Khan', 'Shobha Gurtu', 'Kumar Gandharva', 'Kishori Amonkar', 'Ronu Majumdar', 'Veena Sahasrabuddhe', 'Vishwa Mohan Bhatt', 'Nikhil Banerjee']"
Akhenaton,"[""Shurik'n"", 'Kheops', 'Kool Shen', 'Ärsenik', 'Passi', 'Fonky Family', 'Busta Flex', 'Stomy Bugsy', 'Le Rat Luciano', 'Pit Baccardi', 'Cut Killer', '113', 'La Cliqua', 'Fabe', 'La Clinique', 'Scred Connexion', ""Mafia K'1 Fry"", 'Oxmo Puccino', 'Doc Gynéco', 'KDD']"
Al Green,"['Curtis Mayfield', 'Isaac Hayes', 'Bobby Womack', 'The Isley Brothers', 'Smokey Robinson', 'Otis Redding', 'Smokey Robinson & The Miracles', ""The O'Jays"", 'Sly & The Family Stone', 'Wilson Pickett', 'Sam Cooke', 'Gladys Knight & The Pips', 'Bill Withers', 'The Spinners', 'The Temptations', 'Percy Sledge', 'The Chi-Lites', 'Four Tops', 'Marvin Gaye', 'Donny Hathaway']"
Al Jardine,"['Bruce Johnston', 'California Music', 'Mike Love', 'Carl Wilson', 'Mike Love', 'Bruce & Terry', 'Beckley Lamm Wilson', 'Jeffrey Foskett', 'David Marks', 'Billy Hinsche', 'Surf City Allstars', 'American Spring', 'Dennis Wilson', 'Dean Torrence', 'The Honeys', 'Jan Berry', 'Mike Love of The Beach Boys', 'BEACHBOYSTALK', 'Blondie Chaplin', 'Kenny & The Cadets']"
Al Stewart,"['Gerry Rafferty', 'Gary Wright', 'Alan Parsons', '10cc', 'Bob Welch', 'Art Garfunkel', 'Justin Hayward', 'Poco', 'Procol Harum', ""Gilbert O'Sullivan"", 'Firefall', 'Climax Blues Band', ""Manfred Mann's Earth Band"", 'Pablo Cruise', 'The Alan Parsons Symphonic Project', 'The Moody Blues', 'Seals and Crofts', 'Orleans', 'Atlanta Rhythm Section', 'Dave Mason']"
Alabama,"['Brittany Howard', 'St. Paul & The Broken Bones', 'Gary Clark Jr.', 'Leon Bridges', 'Dan Auerbach', 'Shakey Graves', 'Bahamas', 'The Black Keys', 'Nathaniel Rateliff & The Night Sweats', 'Jack White', 'The Arcs', 'Edward Sharpe & The Magnetic Zeros', 'Father John Misty', 'Heartless Bastards', 'Spoon', 'My Morning Jacket', 'Arcade Fire', 'Fleet Foxes', 'Local Natives', 'Lake Street Dive']"
Alabama 3,"[""Fun Lovin' Criminals"", ""O'Connell & Love"", 'Dreadzone', ""Stereo MC's"", 'Mountain of Love', 'Black Grape', 'Robert Love', 'Leftfield', 'Seasick Steve', 'Primal Scream', 'Gomez', 'Son Of Dave', 'Levellers', 'Death In Vegas', 'Ian Dury', 'Reef', 'R.L. Burnside', 'Happy Mondays', 'The Orb', 'Zoe Devlin Love']"
Alabama Shakes,"['Brittany Howard', 'St. Paul & The Broken Bones', 'Gary Clark Jr.', 'Leon Bridges', 'Dan Auerbach', 'Shakey Graves', 'Bahamas', 'The Black Keys', 'Nathaniel Rateliff & The Night Sweats', 'Jack White', 'The Arcs', 'Edward Sharpe & The Magnetic Zeros', 'Father John Misty', 'Heartless Bastards', 'Spoon', 'My Morning Jacket', 'Arcade Fire', 'Fleet Foxes', 'Local Natives', 'Lake Street Dive']"
Alain Bashung,"['Jacques Higelin', 'Charlelie Couture', 'Bernard Lavilliers', 'Les Rita Mitsouko', 'Arthur H', 'Étienne Daho', 'William Sheller', 'Miossec', 'Claude Nougaro', 'Jean-Louis Murat', 'Alain Souchon', 'Michel Jonasz', 'Hubert-Félix Thiéfaine', 'Philippe Katerine', 'Niagara', 'Léo Ferré', 'Stephan Eicher', 'Jacques Dutronc', 'Axel Bauer', 'Dominique A']"
Alain Souchon,"['Laurent Voulzy', 'Maxime Le Forestier', 'William Sheller', 'Michel Jonasz', 'Claude Nougaro', 'Julien Clerc', 'Véronique Sanson', 'Michel Berger', 'Bernard Lavilliers', 'Michel Polnareff', 'Alain Bashung', 'Jacques Higelin', 'Eddy Mitchell', 'Jean-Louis Aubert', 'Étienne Daho', 'Stephan Eicher', 'Michel Delpech', 'Michel Fugain', 'Pierre Perret', 'Les Rita Mitsouko']"
Alan Braxe,"['Benjamin Diamond', 'Fred Falke', 'Braxe + Falcon', 'Stardust', 'Lifelike', 'Alex Gopher', 'Busy P', 'Kris Menace', 'Étienne de Crécy', 'DJ Mehdi', 'Demon', 'Superfunk', 'Louis La Roche', 'Cassius', 'Surkin', 'Thomas Bangalter', 'Sedat The Turkish Avenger', 'The Supermen Lovers', 'SebastiAn', ""The Phantom's Revenge""]"
Alan Parsons,"['Alan Parsons', 'Emerson, Lake & Palmer', ""Manfred Mann's Earth Band"", 'Jon & Vangelis', 'Barclay James Harvest', 'Supertramp', 'Yes', 'Asia', 'Genesis', 'The Moody Blues', 'Roger Hodgson', 'Peter Gabriel', 'Al Stewart', 'Jethro Tull', 'Procol Harum', 'The Alan Parsons Symphonic Project', 'David Gilmour', 'Camel', 'Marillion', '10cc']"
Alanis Morissette,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido', 'Garbage', 'Sarah McLachlan', 'The Corrs', 'Lisa Loeb', 'Melissa Etheridge', 'The Cranberries', ""Sinéad O'Connor"", 'Savage Garden', 'The Cardigans', 'Sixpence None The Richer', 'Meredith Brooks', 'Tori Amos', 'Sugar Ray', 'Annie Lennox', 'Spin Doctors']"
Albert Collins,"['Albert King', 'Jimmie Vaughan', 'Clarence ""Gatemouth"" Brown', 'Otis Rush', 'Junior Wells', 'Freddie King', 'T-Bone Walker', 'Robert Cray', 'Son Seals', 'Willie Dixon', 'The Robert Cray Band', 'Luther Allison', 'Elmore James', 'Johnny Copeland', 'The Vaughan Brothers', 'Mike Bloomfield', 'Johnny Winter', 'Lonnie Mack', 'Roy Buchanan', 'Koko Taylor']"
Albert Hammond Jr,"['Julian Casablancas', 'The Voidz', 'Nickel Eye', 'Little Joy', 'Summer Moon', 'machinegum', 'CRX', 'The Virgins', 'Miles Kane', 'The Cribs', 'The Last Shadow Puppets', 'The Libertines', 'Interpol', 'Babyshambles', 'The Horrors', 'Alex Turner', 'Dirty Pretty Things', 'The Vines', 'Mini Mansions', 'Hot Hot Heat']"
Albert King,"['Albert Collins', 'Freddie King', 'T-Bone Walker', 'Otis Rush', 'Elmore James', 'Buddy Guy', 'Willie Dixon', 'Junior Wells', 'Johnny Winter', 'Jimmie Vaughan', ""Lightnin' Hopkins"", 'Sonny Boy Williamson II', 'The Vaughan Brothers', 'Jimmy Reed', 'John Mayall & The Bluesbreakers', ""Howlin' Wolf"", 'Robert Cray', 'Clarence ""Gatemouth"" Brown', 'Little Walter', 'Mike Bloomfield']"
Aldo Romano,"['Louis Sclavis', 'Eric Legnini Trio', 'Anat Fort Trio', 'Gianluigi Trovesi', 'Eric Legnini', 'Torbjörn Gulz', 'Filip Augustson', 'Rob Waring', 'Peter Danemo', 'Örjan Hultén', 'Dominik Schürmann trio', 'Andreas Lang', 'André Ceccarelli', 'Nic Thys', 'Denis Gäbel', 'Tord Gustavsen Quartet', 'Nelson Ayres', 'Joonas Tuuri Quartet', 'Örjan Hultén Orion', 'Marco Bardoscia']"
Aldous Harding,"['Cate Le Bon', 'Julia Jacklin', 'Bill Callahan', 'Marlon Williams', 'Hand Habits', 'Sharon Van Etten', 'This Is The Kit', 'Bedouine', 'Nadia Reid', 'Angel Olsen', 'Kevin Morby', 'Jessica Pratt', 'Tiny Ruins', 'Julie Byrne', 'Julia Holter', 'Cass McCombs', 'Amen Dunes', 'Karen Dalton', 'Jenny Hval', 'The Weather Station']"
Alejandro Escovedo,"['The Bottle Rockets', 'Chuck Prophet', 'Joe Ely', 'Son Volt', 'Dave Alvin', 'Jay Farrar', 'Golden Smog', 'Jimmie Dale Gilmore', 'Uncle Tupelo', 'The Flatlanders', 'James McMurtry', 'Robbie Fulks', 'Buddy & Julie Miller', 'Buddy Miller', ""Old 97's"", 'Whiskeytown', 'The Jayhawks', 'Slobberbone', 'Patterson Hood', 'Blue Mountain']"
Alessia Cara,"['Hailee Steinfeld', 'Julia Michaels', 'Zara Larsson', 'Daya', 'Bebe Rexha', 'Fifth Harmony', 'Rita Ora', 'Demi Lovato', 'Bea Miller', 'Anne-Marie', 'Halsey', 'Nick Jonas', 'DNCE', 'Little Mix', 'Zendaya', ""Olivia O'Brien"", 'Ellie Goulding', 'Tove Lo', 'The Vamps', 'Jessie J']"
Alex Chilton,"['Chris Bell', ""The dB's"", 'Big Star', 'Paul Westerberg', 'Chris Stamey', 'Robyn Hitchcock', 'The Soft Boys', ""Flamin' Groovies"", 'Robyn Hitchcock & The Egyptians', 'The Feelies', 'Bash & Pop', ""Let's Active"", 'Tommy Keene', 'Tom Verlaine', 'Jonathan Richman & The Modern Lovers', 'The Nerves', 'Rockpile', 'Jonathan Richman', 'Nick Lowe', 'The Dream Syndicate']"
Alex G,"['alex_g_offline', 'Duster', 'sign crushes motorist', 'salvia palth', 'Current Joys', 'Take Care', 'Adrianne Lenker', 'Eyedress', 'Roar', 'TV Girl', 'Strawberry Guy', 'Birth Day', 'Memo Boy', 'bôa', 'Faye Webster', 'Car Seat Headrest', 'dandelion hands', 'Panchiko', 'Pinegrove', 'Big Thief']"
Alex Gopher,"['Étienne de Crécy', 'Alan Braxe', 'Motorbass', 'Surkin', 'Cassius', 'Busy P', 'Superfunk', 'DJ Mehdi', 'Para One', 'Wuz', 'Demon', 'Fred Falke', 'Rinôçérôse', 'Les Rythmes Digitales', 'Yuksek', 'Teenage Bad Girl', 'SebastiAn', 'Mr Flash', 'Mirwais', 'Benjamin Diamond']"
Alex Harvey,"['FREJOH', 'Dominique Saison', 'Aias Conor', 'Skeggjaður Barði', 'An&Ca', 'Heart On A String', 'Jimi Summer', 'John Parker Stones', 'Taz Steen', 'Brandon Marcelo', 'Tuti Fernandez', 'Clark Fox', 'Kyle Fosburgh', 'Veronica Campos', 'Sheldon Sandberg', 'Claudio Van Hoven', 'Dorian Tyrell', 'Stress Reversible', 'Bernard', 'Dominik Buchheim']"
Alex Harvey And His Soul Band,"['Alex Harvey', 'The Sensational Alex Harvey Band', 'Pete Brown & His Battered Ornaments', 'Steve Harley', 'Steve Harley & Cockney Rebel', 'Blackfoot Sue', 'Aquila', 'Gallagher And Lyle', 'McGuinness Flint', 'Ian Hunter', 'Frankie Miller', 'Love Sculpture', 'Tear Gas', 'Graham Bond', 'The Groundhogs', 'Toe Fat', 'Beggars Opera', 'Juicy Lucy', 'Birth Control', 'Mott The Hoople']"
Alex Reece,"['Doc Scott', 'Lemon D', 'Grooverider', 'J Majik', 'Peshay', 'Krust', 'Origin Unknown', 'Adam F', 'DJ Die', 'Ray Keith', 'Jonny L', 'Wax Doctor', 'Hidden Agenda', 'Digital', 'Omni Trio', 'The Ganja Kru', 'Nookie', 'Ram Trilogy', 'Moving Fusion', 'Optical']"
Alex Turner,"['The Last Shadow Puppets', 'Miles Kane', 'Julian Casablancas', 'Alexandra Savior', 'The Vaccines', 'Albert Hammond Jr', 'The Libertines', 'The Kooks', 'The Strokes', 'The Drums', 'Mini Mansions', 'The Fratellis', 'Interpol', 'Jake Bugg', 'The Voidz', 'Franz Ferdinand', 'Cage The Elephant', 'Babyshambles', 'Blur', 'Peter Doherty']"
Alexander 'Skip' Spence,"['Moby Grape', 'Pearls Before Swine', 'The United States Of America', 'Fred Neil', 'Kevin Ayers', 'The Incredible String Band', 'Mark Fry', 'Gene Clark', 'Fifty Foot Hose', 'Kaleidoscope', 'The Chocolate Watchband', 'The Electric Prunes', 'The Red Krayola', 'Chris Bell', 'The Fugs', 'Alex Chilton', 'Faine Jade', 'Dillard & Clark', 'The Pretty Things', 'Mayo Thompson']"
Alexander 23,"['Chelsea Cutler', 'Anson Seabra', 'JP Saxe', 'Jeremy Zucker', 'Sara Kays', 'ROLE MODEL', 'Blake Rose', 'Clinton Kane', 'Christian French', 'Zachary Knowles', 'John K', 'Hayd', 'AJ Mitchell', 'Ruel', 'Sasha Alex Sloan', 'FINNEAS', 'Sam Fischer', 'Zach Hood', 'Sody', 'Ben Kessler']"
Alexander O'Neal,"['Cherrelle', 'Loose Ends', 'Kashif', 'Howard Hewett', 'Angela Winbush', 'Rene & Angela', 'Mtume', 'Chuckii Booker', 'Keith Washington', 'Jeffrey Osborne', 'Miki Howard', ""Meli'sa Morgan"", 'Skyy', 'The S.O.S Band', 'Vesta Williams', 'The Deele', 'The System', 'Will Downing', 'Melba Moore', 'Midnight Star']"
Alexandra Savior,"['Jesse Jo Stark', 'Louise Verneuil', 'The Last Shadow Puppets', 'Alex Turner', 'Cameron Avery', 'Miles Kane', 'Mini Mansions', 'Weyes Blood', 'Camille Jansen', 'Honey Gentry', 'Angel Olsen', 'Alice Phoebe Lou', 'Flower Face', 'Julia Jacklin', 'Suki Waterhouse', 'Haley Heynderickx', 'Mazzy Star', 'Tempesst', ""Melody's Echo Chamber"", 'The Voidz']"
Alexi Murdoch,"['Joe Purdy', 'Iron & Wine', 'William Fitzsimmons', 'José González', 'Ray LaMontagne', 'Blind Pilot', 'Brett Dennen', 'Gregory Alan Isakov', 'Horse Feathers', 'The Tallest Man On Earth', 'Amos Lee', 'Peter Bradley Adams', 'The Weepies', 'The Milk Carton Kids', 'Josh Ritter', 'The Barr Brothers', 'Roo Panes', 'Damien Rice', 'Glen Hansard', 'Benjamin Francis Leftwich']"
Ali Akbar Khan,"['Vilayat Khan', 'Nikhil Banerjee', 'L. Subramaniam', 'Shahid Parvez', 'Shivkumar Sharma', 'Vishwa Mohan Bhatt', 'Debashish Bhattacharya', 'Ronu Majumdar', 'Bismillah Khan', 'Ram Narayan', 'G.S. Sachdev', 'Shujaat Khan', 'Ajoy Chakrabarty', 'Amir Khan', 'Amjad Ali Khan', 'Purbayan Chatterjee', 'Baluji Shrivastav', 'Hariprasad Chaurasia', 'Niladri Kumar', 'Lakshmi Shankar']"
Ali Farka Touré,"['Toumani Diabaté', 'Boubacar Traoré', 'Rokia Traoré', 'Orchestra Baobab', 'Vieux Farka Touré', 'Tinariwen', 'Cheikh Lô', 'Ballaké Sissoko', 'Oumou Sangaré', 'Habib Koité', 'Salif Keita', 'Amadou & Mariam', 'Bassekou Kouyate', 'Fatoumata Diawara', 'Bombino', 'Afel Bocoum', 'Mulatu Astatke', 'AfroCubism', 'The Touré-Raichel Collective', 'Tamikrest']"
Ali Zafar,"['Farhan Saeed', 'Sajjad Ali', 'Hadiqa Kiani', 'Momina Mustehsan', 'Asim Azhar', 'Junaid Jamshed', 'Aima Baig', 'Ali Azmat', 'Quratulain Balouch', 'Abrar Ul Haq', 'Shehzad Roy', 'Noori', 'Sahir Ali Bagga', 'Bilal Khan', 'Junoon', 'Strings', 'Shuja Haider', 'Shafqat Amanat Ali', 'Abida Parveen', 'Falak Shabbir']"
Alice Coltrane,"['Pharoah Sanders', 'Sun Ra', 'Don Cherry', 'Yusef Lateef', 'Dorothy Ashby', 'Ornette Coleman', 'Archie Shepp', 'Sun Ra Arkestra', 'Eric Dolphy', 'Albert Ayler', 'Mulatu Astatke', 'Art Ensemble Of Chicago', 'Charles Mingus', 'Laraaji', 'Rahsaan Roland Kirk', 'Emahoy Tsege Mariam Gebru', 'Arthur Russell', 'Moondog', 'Max Roach', 'CAN']"
Alice Cooper,"['Van Halen', 'Def Leppard', 'Jon Bon Jovi', 'Poison', 'Whitesnake', 'KISS', 'Alice Cooper', 'Scorpions', 'Bon Jovi', 'Mötley Crüe', ""Guns N' Roses"", 'Twisted Sister', 'Ozzy Osbourne', 'Skid Row', 'ZZ Top', 'Deep Purple', 'Black Sabbath', 'Lynyrd Skynyrd', 'Boston', 'AC/DC']"
Alice Donut,"['Victims Family', 'Steel Pole Bath Tub', 'Hanson Brothers', 'Nomeansno', 'Killdozer', 'Cows', 'Cop Shoot Cop', ""Saturn's Flea Collar"", 'Dead Bob', 'Tumor Circus', 'God Bullies', 'The Hellworms', 'Hissanol', 'Ed Hall', 'Didjits', 'Hammerhead', 'Lard', 'Heroine Sheiks', 'Helios Creed', 'Halo Of Flies']"
Alice Glass,"['Crim3s', 'YOU LOVE HER', 'Alice Longyu Gao', 'Zheani', 'yeule', 'White Ring', 'Sidewalks and Skeletons', 'SALEM', 'Kap Bambino', 'Eartheater', 'Dorian Electra', 'Nicole Dollanganger', 'Alice Gas', 'SOPHIE', 'HANA', 'King Plague', 'oOoOO', 'Gurldoll', 'Sega Bodega', 'Laura Les']"
Alice In Chains,"['Soundgarden', 'Stone Temple Pilots', 'Temple Of The Dog', 'Mad Season', ""Jane's Addiction"", 'Faith No More', 'Chris Cornell', 'Audioslave', 'Bush', 'Candlebox', 'The Smashing Pumpkins', 'Jerry Cantrell', 'Blind Melon', 'White Zombie', 'A Perfect Circle', 'Velvet Revolver', 'TOOL', 'Rage Against The Machine', 'Pearl Jam', 'Pantera']"
Alice et Moi,"['The Pirouettes', 'Claire Laffut', 'Pépite', 'Voyou', 'Vendredi sur Mer', 'Clio', 'Requin Chagrin', 'Fishbach', 'Bleu Toucan', 'Aloïse Sauvage', 'Grand Blanc', 'Camp Claude', 'La Belle Vie', 'Joanna', 'Suzane', 'Clea Vincent', 'Tim Dup', 'Juniore', 'Marie-Flore', 'Foé']"
Alicia Keys,"['Mary J. Blige', ""Destiny's Child"", 'Jennifer Hudson', 'Aaliyah', 'Ciara', 'Ashanti', 'TLC', 'Kelly Rowland', 'Christina Aguilera', 'Toni Braxton', 'Brandy', 'John Legend', 'Robin Thicke', 'Keyshia Cole', 'Fergie', 'Leona Lewis', 'Janet Jackson', 'Gwen Stefani', 'Ne-Yo', 'USHER']"
Alien Ant Farm,"['Crazy Town', 'P.O.D.', 'Puddle Of Mudd', 'Bloodhound Gang', 'Lit', 'Taproot', 'Finger Eleven', 'Saliva', 'Trapt', 'Powerman 5000', 'Drowning Pool', 'CKY', 'Fuel', 'Adema', 'Eve 6', 'Sevendust', 'Everclear', 'Static-X', 'Jimmy Eat World', 'Mudvayne']"
Alien Sex Fiend,"['Sex Gang Children', 'Specimen', 'Skeletal Family', 'Corpus Delicti', '45 Grave', 'Xmal Deutschland', 'Christian Death', 'Mephisto Walz', 'Rosetta Stone', 'The March Violets', 'Virgin Prunes', 'Bloody Dead And Sexy', 'Fear Cult', ""Scarlet's Remains"", 'Nosferatu', 'Bat Nouveau', 'The Danse Society', 'The Naked And The Dead', 'Shadow Project', 'Red Lorry Yellow Lorry']"
Alika,"['Ganja', 'Fidel Nadal', 'Antidoping', 'Raices y Cultura', 'Rastrillos', 'Morodo', 'Pablo Molina', 'Quique Neira', 'Fidel', 'Resistencia Suburbana', 'I Nesta', 'Zona Ganjah', 'Mensajeros Reggae', 'Nueva Alianza', 'Chala Rasta', 'Riddim', 'Jamaica 69', 'Lengualerta', 'Kameleba']"
Alioune Mbaye Nder,"['Fallou Dieng', 'Assane Mboup', 'Salam Diallo', 'Assane Ndiaye', 'Mapenda Seck', 'Lemzo Diamono', 'Abdou Guité Seck', 'Abou Thioubalo', 'Fatou Guewel', 'Pape Thiopet', 'Mbaye Dieye Faye', 'Waflash', 'Kiné Lam', 'Coumba Gawlo', 'Souleymane Faye', 'Aby Ndour', ""N'dongo Lo"", 'Ouza', 'Birahim', 'Titi']"
